13F	0001364742	BlackRockInc.	2018-05-09
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	405		10331	SH	SOLE	28		10331	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	1329		33909	SH	SOLE	30		33909	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	67		1722	SH	SOLE	31		1722	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	33534		855886	SH	SOLE	34		855886	0	0
ACADIA HEALTHCARE COMPANY IN	COM	00404A109	286		7298	SH	SOLE	40		7298	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	2015		89660	SH	SOLE	2		59106	0	30554
ACADIA PHARMACEUTICALS INC	COM	004225108	11		475	SH	SOLE	4		475	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	54		2417	SH	SOLE	7		2417	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	2549		113460	SH	SOLE	18		113460	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	15913		708199	SH	SOLE	19		708199	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	528		23500	SH	SOLE	20		23500	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	59036		2627340	SH	SOLE	21		2627340	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	61070		2717868	SH	SOLE	22		2383467	0	334401
ACADIA PHARMACEUTICALS INC	COM	004225108	517		23025	SH	SOLE	26		13422	0	9603
ACADIA PHARMACEUTICALS INC	COM	004225108	362		16129	SH	SOLE	28		16129	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	318		14132	SH	SOLE	29		0	0	14132
ACADIA PHARMACEUTICALS INC	COM	004225108	3413		151875	SH	SOLE	30		151875	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	49		2163	SH	SOLE	31		2163	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	3312		147416	SH	SOLE	34		147416	0	0
ACADIA PHARMACEUTICALS INC	COM	004225108	260		11568	SH	SOLE	40		11568	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	416		16914	SH	SOLE	2		3481	0	13433
ACADIA RLTY TR	COM SH BEN INT	004239109	705		28663	SH	SOLE	4		28663	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	3108		126331	SH	SOLE	7		126331	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	69		2799	SH	SOLE	15		2799	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	9355		380287	SH	SOLE	18		380235	0	52
ACADIA RLTY TR	COM SH BEN INT	004239109	3987		162068	SH	SOLE	19		162068	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	202102		8215515	SH	SOLE	21		8215515	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	87369		3551598	SH	SOLE	22		3399268	0	152330
ACADIA RLTY TR	COM SH BEN INT	004239109	76		3093	SH	SOLE	23		3093	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	4049		164598	SH	SOLE	25		164598	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	989		40211	SH	SOLE	26		8271	0	31940
ACADIA RLTY TR	COM SH BEN INT	004239109	299		12137	SH	SOLE	28		12137	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	682		27742	SH	SOLE	29		27742	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	12644		513968	SH	SOLE	30		513968	0	0
ACADIA RLTY TR	COM SH BEN INT	004239109	180		7333	SH	SOLE	40		7333	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	40		1751	SH	SOLE	2		1096	0	655
ACCELERATE DIAGNOSTICS INC	COM	00430H102	12		544	SH	SOLE	7		544	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	1918		83934	SH	SOLE	18		83934	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	488		21339	SH	SOLE	19		21339	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	17930		784686	SH	SOLE	21		784686	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	17469		764524	SH	SOLE	22		717183	0	47341
ACCELERATE DIAGNOSTICS INC	COM	00430H102	245		10728	SH	SOLE	26		0	0	10728
ACCELERATE DIAGNOSTICS INC	COM	00430H102	99		4337	SH	SOLE	28		4337	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	133		5842	SH	SOLE	30		5842	0	0
ACCELERATE DIAGNOSTICS INC	COM	00430H102	63		2759	SH	SOLE	40		2759	0	0
ACCELERON PHARMA INC	COM	00434H108	3134		80156	SH	SOLE	2		78851	0	1305
ACCELERON PHARMA INC	COM	00434H108	7		185	SH	SOLE	4		185	0	0
ACCELERON PHARMA INC	COM	00434H108	40		1024	SH	SOLE	7		1024	0	0
ACCELERON PHARMA INC	COM	00434H108	7135		182474	SH	SOLE	18		182474	0	0
ACCELERON PHARMA INC	COM	00434H108	28183		720799	SH	SOLE	19		720799	0	0
ACCELERON PHARMA INC	COM	00434H108	1593		40734	SH	SOLE	20		40734	0	0
ACCELERON PHARMA INC	COM	00434H108	66539		1701764	SH	SOLE	21		1701764	0	0
ACCELERON PHARMA INC	COM	00434H108	41946		1072781	SH	SOLE	22		990025	0	82756
ACCELERON PHARMA INC	COM	00434H108	5		126	SH	SOLE	23		126	0	0
ACCELERON PHARMA INC	COM	00434H108	83		2118	SH	SOLE	26		0	0	2118
ACCELERON PHARMA INC	COM	00434H108	208		5319	SH	SOLE	28		5319	0	0
ACCELERON PHARMA INC	COM	00434H108	332		8496	SH	SOLE	30		8496	0	0
ACCELERON PHARMA INC	COM	00434H108	8141		208220	SH	SOLE	34		208220	0	0
ACCELERON PHARMA INC	COM	00434H108	229		5863	SH	SOLE	40		5863	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	163965		1068174	SH	SOLE	2		489262	0	578912
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	39092		254669	SH	SOLE	4		238999	0	15670
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	97582		635712	SH	SOLE	7		550804	0	84908
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	5730		37326	SH	SOLE	13		37326	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	729		4751	SH	SOLE	15		4751	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	199574		1300156	SH	SOLE	18		1211362	0	88794
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	70312		458059	SH	SOLE	19		458059	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	44614		290646	SH	SOLE	20		0	0	290646
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	1987727		12949360	SH	SOLE	21		12949360	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	2699209		17584426	SH	SOLE	22		14109894	0	3474532
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	125938		820443	SH	SOLE	23		820443	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	100965		657751	SH	SOLE	25		657751	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	394604		2570713	SH	SOLE	26		574367	0	1996346
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	14271		92971	SH	SOLE	28		92971	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	33066		215412	SH	SOLE	29		54070	0	161342
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	337252		2197079	SH	SOLE	30		2197079	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	67278		438296	SH	SOLE	31		206226	0	232070
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	14475		94298	SH	SOLE	34		94298	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	102333		666663	SH	SOLE	36		666663	0	0
ACCENTURE PLC IRELAND	SHS CLASS A	G1151C101	1821		11861	SH	SOLE	40		11861	0	0
ACCESS NATL CORP	COM	004337101	73		2550	SH	SOLE	2		624	0	1926
ACCESS NATL CORP	COM	004337101	7		242	SH	SOLE	7		242	0	0
ACCESS NATL CORP	COM	004337101	1536		53827	SH	SOLE	18		53827	0	0
ACCESS NATL CORP	COM	004337101	351		12302	SH	SOLE	19		12302	0	0
ACCESS NATL CORP	COM	004337101	13929		488219	SH	SOLE	21		488219	0	0
ACCESS NATL CORP	COM	004337101	6377		223506	SH	SOLE	22		205551	0	17955
ACCESS NATL CORP	COM	004337101	86		3018	SH	SOLE	30		3018	0	0
ACCO BRANDS CORP	COM	00081T108	496		39484	SH	SOLE	2		21179	0	18305
ACCO BRANDS CORP	COM	00081T108	12		936	SH	SOLE	4		936	0	0
ACCO BRANDS CORP	COM	00081T108	30		2427	SH	SOLE	7		2427	0	0
ACCO BRANDS CORP	COM	00081T108	4445		354193	SH	SOLE	18		354193	0	0
ACCO BRANDS CORP	COM	00081T108	1431		113991	SH	SOLE	19		113991	0	0
ACCO BRANDS CORP	COM	00081T108	41900		3338617	SH	SOLE	21		3338617	0	0
ACCO BRANDS CORP	COM	00081T108	41307		3291388	SH	SOLE	22		3070633	0	220755
ACCO BRANDS CORP	COM	00081T108	247		19701	SH	SOLE	23		19701	0	0
ACCO BRANDS CORP	COM	00081T108	1212		96577	SH	SOLE	26		13259	0	83318
ACCO BRANDS CORP	COM	00081T108	191		15221	SH	SOLE	28		15221	0	0
ACCO BRANDS CORP	COM	00081T108	695		55389	SH	SOLE	29		0	0	55389
ACCO BRANDS CORP	COM	00081T108	237		18862	SH	SOLE	30		18862	0	0
ACCO BRANDS CORP	COM	00081T108	162		12948	SH	SOLE	40		12948	0	0
ACCURAY INC	COM	004397105	401		80259	SH	SOLE	2		79983	0	276
ACCURAY INC	COM	004397105	4		751	SH	SOLE	4		751	0	0
ACCURAY INC	COM	004397105	9		1754	SH	SOLE	7		1754	0	0
ACCURAY INC	COM	004397105	1417		283317	SH	SOLE	18		283317	0	0
ACCURAY INC	COM	004397105	2612		522419	SH	SOLE	19		522419	0	0
ACCURAY INC	COM	004397105	16905		3381015	SH	SOLE	21		3381015	0	0
ACCURAY INC	COM	004397105	16752		3350463	SH	SOLE	22		3205585	0	144878
ACCURAY INC	COM	004397105	887		177348	SH	SOLE	23		177348	0	0
ACCURAY INC	COM	004397105	1003		200608	SH	SOLE	26		0	0	200608
ACCURAY INC	COM	004397105	57		11408	SH	SOLE	28		11408	0	0
ACCURAY INC	COM	004397105	276		55127	SH	SOLE	29		0	0	55127
ACCURAY INC	COM	004397105	94		18769	SH	SOLE	30		18769	0	0
ACCURAY INC	COM	004397105	37		7433	SH	SOLE	40		7433	0	0
ACELRX PHARMACEUTICALS INC	COM	00444T100	15		7102	SH	SOLE	18		7102	0	0
ACELRX PHARMACEUTICALS INC	COM	00444T100	219		104514	SH	SOLE	21		104514	0	0
ACELRX PHARMACEUTICALS INC	COM	00444T100	1142		543762	SH	SOLE	22		543762	0	0
ACER THERAPEUTICS INC	COM	00444P108	7		368	SH	SOLE	21		368	0	0
ACETO CORP	COM	004446100	48		6333	SH	SOLE	2		1123	0	5210
ACETO CORP	COM	004446100	5		648	SH	SOLE	7		648	0	0
ACETO CORP	COM	004446100	1118		147079	SH	SOLE	18		147079	0	0
ACETO CORP	COM	004446100	154		20275	SH	SOLE	19		20275	0	0
ACETO CORP	COM	004446100	22307		2935078	SH	SOLE	21		2935078	0	0
ACETO CORP	COM	004446100	6947		914109	SH	SOLE	22		853995	0	60114
ACETO CORP	COM	004446100	141		18505	SH	SOLE	26		0	0	18505
ACETO CORP	COM	004446100	32		4260	SH	SOLE	28		4260	0	0
ACETO CORP	COM	004446100	291		38224	SH	SOLE	30		38224	0	0
ACETO CORP	COM	004446100	21		2808	SH	SOLE	40		2808	0	0
ACHAOGEN INC	COM	004449104	76		5837	SH	SOLE	2		5655	0	182
ACHAOGEN INC	COM	004449104	11		831	SH	SOLE	7		831	0	0
ACHAOGEN INC	COM	004449104	1499		115716	SH	SOLE	18		115716	0	0
ACHAOGEN INC	COM	004449104	634		48936	SH	SOLE	19		48936	0	0
ACHAOGEN INC	COM	004449104	21401		1652599	SH	SOLE	21		1652599	0	0
ACHAOGEN INC	COM	004449104	13296		1026713	SH	SOLE	22		964961	0	61752
ACHAOGEN INC	COM	004449104	342		26376	SH	SOLE	23		26376	0	0
ACHAOGEN INC	COM	004449104	107		8274	SH	SOLE	26		0	0	8274
ACHAOGEN INC	COM	004449104	58		4507	SH	SOLE	28		4507	0	0
ACHAOGEN INC	COM	004449104	66		5083	SH	SOLE	30		5083	0	0
ACHAOGEN INC	COM	004449104	46		3587	SH	SOLE	40		3587	0	0
ACHIEVE LIFE SCIENCE INC	COM	004468104	23		18355	SH	SOLE	21		18355	0	0
ACHIEVE LIFE SCIENCE INC	COM	004468104	83		65618	SH	SOLE	22		65618	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	295		79586	SH	SOLE	2		57319	0	22267
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	2		441	SH	SOLE	4		441	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	11		3081	SH	SOLE	7		3081	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	1815		489141	SH	SOLE	18		489141	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	1001		269787	SH	SOLE	19		269787	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	22836		6155287	SH	SOLE	21		6155287	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	16167		4357597	SH	SOLE	22		4121781	0	235816
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	736		198506	SH	SOLE	23		198506	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	273		73681	SH	SOLE	26		0	0	73681
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	58		15613	SH	SOLE	28		15613	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	104		28020	SH	SOLE	29		0	0	28020
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	88		23660	SH	SOLE	30		23660	0	0
ACHILLION PHARMACEUTICALS IN	COM	00448Q201	36		9582	SH	SOLE	40		9582	0	0
ACI WORLDWIDE INC	COM	004498101	1231		51884	SH	SOLE	2		51164	0	720
ACI WORLDWIDE INC	COM	004498101	10		423	SH	SOLE	4		423	0	0
ACI WORLDWIDE INC	COM	004498101	68		2873	SH	SOLE	7		2873	0	0
ACI WORLDWIDE INC	COM	004498101	16539		697255	SH	SOLE	18		697255	0	0
ACI WORLDWIDE INC	COM	004498101	2155		90868	SH	SOLE	19		90868	0	0
ACI WORLDWIDE INC	COM	004498101	183781		7747945	SH	SOLE	21		7747945	0	0
ACI WORLDWIDE INC	COM	004498101	89328		3765943	SH	SOLE	22		3553094	0	212849
ACI WORLDWIDE INC	COM	004498101	493		20795	SH	SOLE	26		10986	0	9809
ACI WORLDWIDE INC	COM	004498101	402		16955	SH	SOLE	28		16955	0	0
ACI WORLDWIDE INC	COM	004498101	560		23618	SH	SOLE	30		23618	0	0
ACI WORLDWIDE INC	COM	004498101	297		12513	SH	SOLE	40		12513	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	20		1120	SH	SOLE	2		981	0	139
ACLARIS THERAPEUTICS INC	COM	00461U105	12		701	SH	SOLE	7		701	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	1352		77168	SH	SOLE	18		77168	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	324		18498	SH	SOLE	19		18498	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	648		37000	SH	SOLE	20		37000	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	22782		1300367	SH	SOLE	21		1300367	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	11392		650237	SH	SOLE	22		609309	0	40928
ACLARIS THERAPEUTICS INC	COM	00461U105	162		9248	SH	SOLE	26		0	0	9248
ACLARIS THERAPEUTICS INC	COM	00461U105	66		3752	SH	SOLE	28		3752	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	112		6420	SH	SOLE	30		6420	0	0
ACLARIS THERAPEUTICS INC	COM	00461U105	51		2915	SH	SOLE	40		2915	0	0
ACME UTD CORP	COM	004816104	8		385	SH	SOLE	18		385	0	0
ACME UTD CORP	COM	004816104	15		740	SH	SOLE	21		740	0	0
ACNB CORP	COM	000868109	20		689	SH	SOLE	2		203	0	486
ACNB CORP	COM	000868109	697		23826	SH	SOLE	18		23826	0	0
ACNB CORP	COM	000868109	137		4697	SH	SOLE	19		4697	0	0
ACNB CORP	COM	000868109	6181		211303	SH	SOLE	21		211303	0	0
ACNB CORP	COM	000868109	1610		55029	SH	SOLE	22		47362	0	7667
ACORDA THERAPEUTICS INC	COM	00484M106	194		8217	SH	SOLE	2		1824	0	6393
ACORDA THERAPEUTICS INC	COM	00484M106	6		242	SH	SOLE	4		242	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	26		1097	SH	SOLE	7		1097	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	4792		202625	SH	SOLE	18		202625	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	805		34028	SH	SOLE	19		34028	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	113784		4811183	SH	SOLE	21		4811183	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	30861		1304911	SH	SOLE	22		1225429	0	79482
ACORDA THERAPEUTICS INC	COM	00484M106	461		19504	SH	SOLE	26		5154	0	14350
ACORDA THERAPEUTICS INC	COM	00484M106	147		6228	SH	SOLE	28		6228	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	33		1399	SH	SOLE	29		0	0	1399
ACORDA THERAPEUTICS INC	COM	00484M106	1572		66467	SH	SOLE	30		66467	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	12		527	SH	SOLE	34		527	0	0
ACORDA THERAPEUTICS INC	COM	00484M106	118		4995	SH	SOLE	40		4995	0	0
ACORDA THERAPEUTICS INC	NOTE 1.750% 6/1	00484MAA4	936		1030000	PRN	SOLE	21		1030000	0	0
ACTINIUM PHARMACEUTICALS INC	COM	00507W107	5		13558	SH	SOLE	18		13558	0	0
ACTINIUM PHARMACEUTICALS INC	COM	00507W107	67		183936	SH	SOLE	21		183936	0	0
ACTINIUM PHARMACEUTICALS INC	COM	00507W107	165		451064	SH	SOLE	22		451064	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	86736		1285737	SH	SOLE	2		504022	0	781715
ACTIVISION BLIZZARD INC	COM	00507V109	19911		295146	SH	SOLE	4		277053	0	18093
ACTIVISION BLIZZARD INC	COM	00507V109	36939		547567	SH	SOLE	7		543051	0	4516
ACTIVISION BLIZZARD INC	COM	00507V109	3731		55314	SH	SOLE	13		55314	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	448		6638	SH	SOLE	15		6638	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	177312		2628400	SH	SOLE	18		2281162	0	347238
ACTIVISION BLIZZARD INC	COM	00507V109	148896		2207176	SH	SOLE	19		2207176	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	20386		302200	SH	SOLE	20		0	0	302200
ACTIVISION BLIZZARD INC	COM	00507V109	870395		12902388	SH	SOLE	21		12902388	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	1401660		20777647	SH	SOLE	22		16949462	0	3828185
ACTIVISION BLIZZARD INC	COM	00507V109	62660		928846	SH	SOLE	23		928846	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	93404		1384578	SH	SOLE	25		1384578	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	214034		3172759	SH	SOLE	26		689290	0	2483469
ACTIVISION BLIZZARD INC	COM	00507V109	7321		108522	SH	SOLE	28		108522	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	5604		83078	SH	SOLE	29		34131	0	48947
ACTIVISION BLIZZARD INC	COM	00507V109	161096		2388026	SH	SOLE	30		2388026	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	26109		387031	SH	SOLE	31		160140	0	226891
ACTIVISION BLIZZARD INC	COM	00507V109	7401		109714	SH	SOLE	32		109714	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	41190		610591	SH	SOLE	34		610591	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	46899		695212	SH	SOLE	36		695212	0	0
ACTIVISION BLIZZARD INC	COM	00507V109	971		14396	SH	SOLE	40		14396	0	0
ACTUANT CORP	CL A NEW	00508X203	230		9895	SH	SOLE	2		2477	0	7418
ACTUANT CORP	CL A NEW	00508X203	11		454	SH	SOLE	4		454	0	0
ACTUANT CORP	CL A NEW	00508X203	37		1582	SH	SOLE	7		1582	0	0
ACTUANT CORP	CL A NEW	00508X203	6084		261681	SH	SOLE	18		261681	0	0
ACTUANT CORP	CL A NEW	00508X203	1455		62601	SH	SOLE	19		62601	0	0
ACTUANT CORP	CL A NEW	00508X203	129859		5585326	SH	SOLE	21		5585326	0	0
ACTUANT CORP	CL A NEW	00508X203	38875		1672037	SH	SOLE	22		1554980	0	117057
ACTUANT CORP	CL A NEW	00508X203	229		9865	SH	SOLE	26		5700	0	4165
ACTUANT CORP	CL A NEW	00508X203	191		8204	SH	SOLE	28		8204	0	0
ACTUANT CORP	CL A NEW	00508X203	2007		86334	SH	SOLE	30		86334	0	0
ACTUANT CORP	CL A NEW	00508X203	143		6153	SH	SOLE	40		6153	0	0
ACUITY BRANDS INC	COM	00508Y102	6699		48125	SH	SOLE	2		8552	0	39573
ACUITY BRANDS INC	COM	00508Y102	1959		14071	SH	SOLE	4		12803	0	1268
ACUITY BRANDS INC	COM	00508Y102	4291		30826	SH	SOLE	7		30127	0	699
ACUITY BRANDS INC	COM	00508Y102	85		608	SH	SOLE	13		608	0	0
ACUITY BRANDS INC	COM	00508Y102	40		285	SH	SOLE	15		285	0	0
ACUITY BRANDS INC	COM	00508Y102	12224		87821	SH	SOLE	18		82254	0	5567
ACUITY BRANDS INC	COM	00508Y102	919		6604	SH	SOLE	19		6604	0	0
ACUITY BRANDS INC	COM	00508Y102	3420		24574	SH	SOLE	20		0	0	24574
ACUITY BRANDS INC	COM	00508Y102	120902		868613	SH	SOLE	21		868613	0	0
ACUITY BRANDS INC	COM	00508Y102	162343		1166339	SH	SOLE	22		961550	0	204789
ACUITY BRANDS INC	COM	00508Y102	7984		57364	SH	SOLE	23		57364	0	0
ACUITY BRANDS INC	COM	00508Y102	4525		32509	SH	SOLE	25		32509	0	0
ACUITY BRANDS INC	COM	00508Y102	21246		152641	SH	SOLE	26		58230	0	94411
ACUITY BRANDS INC	COM	00508Y102	907		6513	SH	SOLE	28		6513	0	0
ACUITY BRANDS INC	COM	00508Y102	1639		11772	SH	SOLE	29		1350	0	10422
ACUITY BRANDS INC	COM	00508Y102	17307		124338	SH	SOLE	30		124338	0	0
ACUITY BRANDS INC	COM	00508Y102	2988		21465	SH	SOLE	31		8936	0	12529
ACUITY BRANDS INC	COM	00508Y102	20075		144225	SH	SOLE	34		144225	0	0
ACUITY BRANDS INC	COM	00508Y102	5530		39727	SH	SOLE	36		39727	0	0
ACUITY BRANDS INC	COM	00508Y102	118		845	SH	SOLE	40		845	0	0
ACUSHNET HOLDINGS CORP	COM	005098108	168		7286	SH	SOLE	2		1294	0	5992
ACUSHNET HOLDINGS CORP	COM	005098108	16		672	SH	SOLE	7		672	0	0
ACUSHNET HOLDINGS CORP	COM	005098108	2454		106294	SH	SOLE	18		106294	0	0
ACUSHNET HOLDINGS CORP	COM	005098108	606		26259	SH	SOLE	19		26259	0	0
ACUSHNET HOLDINGS CORP	COM	005098108	22456		972535	SH	SOLE	21		972535	0	0
ACUSHNET HOLDINGS CORP	COM	005098108	17521		758815	SH	SOLE	22		687534	0	71281
ACUSHNET HOLDINGS CORP	COM	005098108	696		30146	SH	SOLE	26		0	0	30146
ACUSHNET HOLDINGS CORP	COM	005098108	160		6915	SH	SOLE	30		6915	0	0
ACXIOM CORP	COM	005125109	957		42129	SH	SOLE	2		34784	0	7345
ACXIOM CORP	COM	005125109	13		579	SH	SOLE	4		579	0	0
ACXIOM CORP	COM	005125109	44		1959	SH	SOLE	7		1959	0	0
ACXIOM CORP	COM	005125109	11034		485874	SH	SOLE	18		485874	0	0
ACXIOM CORP	COM	005125109	1409		62063	SH	SOLE	19		62063	0	0
ACXIOM CORP	COM	005125109	115839		5100775	SH	SOLE	21		5100775	0	0
ACXIOM CORP	COM	005125109	58994		2597713	SH	SOLE	22		2450495	0	147218
ACXIOM CORP	COM	005125109	645		28388	SH	SOLE	26		8952	0	19436
ACXIOM CORP	COM	005125109	255		11210	SH	SOLE	28		11210	0	0
ACXIOM CORP	COM	005125109	356		15690	SH	SOLE	30		15690	0	0
ACXIOM CORP	COM	005125109	190		8353	SH	SOLE	40		8353	0	0
ADAMAS PHARMACEUTICALS INC	COM	00548A106	54		2274	SH	SOLE	2		630	0	1644
ADAMAS PHARMACEUTICALS INC	COM	00548A106	7		303	SH	SOLE	7		303	0	0
ADAMAS PHARMACEUTICALS INC	COM	00548A106	1433		59940	SH	SOLE	18		59940	0	0
ADAMAS PHARMACEUTICALS INC	COM	00548A106	426		17839	SH	SOLE	19		17839	0	0
ADAMAS PHARMACEUTICALS INC	COM	00548A106	21299		891163	SH	SOLE	21		891163	0	0
ADAMAS PHARMACEUTICALS INC	COM	00548A106	12129		507492	SH	SOLE	22		487228	0	20264
ADAMAS PHARMACEUTICALS INC	COM	00548A106	120		5020	SH	SOLE	26		0	0	5020
ADAMAS PHARMACEUTICALS INC	COM	00548A106	18		762	SH	SOLE	30		762	0	0
ADAMIS PHARMACEUTICALS CORP	COM NEW	00547W208	16		4571	SH	SOLE	18		4571	0	0
ADAMIS PHARMACEUTICALS CORP	COM NEW	00547W208	239		68170	SH	SOLE	21		68170	0	0
ADAMIS PHARMACEUTICALS CORP	COM NEW	00547W208	699		199716	SH	SOLE	22		199716	0	0
ADAMS RES & ENERGY INC	COM NEW	006351308	32		733	SH	SOLE	2		128	0	605
ADAMS RES & ENERGY INC	COM NEW	006351308	309		7104	SH	SOLE	18		7104	0	0
ADAMS RES & ENERGY INC	COM NEW	006351308	44		1016	SH	SOLE	19		1016	0	0
ADAMS RES & ENERGY INC	COM NEW	006351308	3152		72452	SH	SOLE	21		72452	0	0
ADAMS RES & ENERGY INC	COM NEW	006351308	3977		91416	SH	SOLE	22		88353	0	3063
ADAPTIMMUNE THERAPEUTICS PLC	SPONDS ADR	00653A107	9040		805006	SH	SOLE	21		805006	0	0
ADAPTIMMUNE THERAPEUTICS PLC	SPONDS ADR	00653A107	22		1946	SH	SOLE	30		1946	0	0
ADDUS HOMECARE CORP	COM	006739106	16		331	SH	SOLE	2		331	0	0
ADDUS HOMECARE CORP	COM	006739106	1224		25157	SH	SOLE	18		25157	0	0
ADDUS HOMECARE CORP	COM	006739106	421		8653	SH	SOLE	19		8653	0	0
ADDUS HOMECARE CORP	COM	006739106	11909		244783	SH	SOLE	21		244783	0	0
ADDUS HOMECARE CORP	COM	006739106	7921		162811	SH	SOLE	22		156604	0	6207
ADDUS HOMECARE CORP	COM	006739106	95		1949	SH	SOLE	26		0	0	1949
ADDVANTAGE TECHNOLOGIES GP I	COM NEW	006743306	4		3467	SH	SOLE	21		3467	0	0
ADECOAGRO S A	COM	L00849106	834		110860	SH	SOLE	7		110860	0	0
ADECOAGRO S A	COM	L00849106	4486		596564	SH	SOLE	21		596564	0	0
ADECOAGRO S A	COM	L00849106	1796		238773	SH	SOLE	22		238773	0	0
ADESTO TECHNOLOGIES CORP	COM	00687D101	22		2991	SH	SOLE	18		2991	0	0
